"Time","Max_vitesse_au_point_y Monitor: Max_vitesse_au_point_y Monitor (m/s)"
100.0,6.230038707144558E-11
200.0,3.61524143954739E-10
300.0,-9.458744898438454E-11
400.0,-4.547473508864641E-12
500.0,-8.185452315956354E-11
600.0,1.291482476517558E-10
700.0,3.637978807091713E-11
800.0,-1.0913936421275139E-11
900.0,4.874891601502895E-10
1000.0,9.38598532229662E-10
1100.0,3.092281986027956E-10
1200.0,-4.43833414465189E-10
1300.0,-1.1204974725842476E-9
1400.0,-3.4924596548080444E-10
1500.0,7.34871719032526E-10
1600.0,2.7212081477046013E-9
1700.0,3.5579432733356953E-9
1800.0,4.103640094399452E-9
1900.0,2.663000486791134E-9
2000.0,6.257323548197746E-10
2100.0,-1.3533281162381172E-9
2200.0,-1.979060471057892E-9
2300.0,4.0745362639427185E-10
2400.0,3.856257535517216E-9
2500.0,8.745701052248478E-9
2600.0,1.2791133485734463E-8
2700.0,1.3140379451215267E-8
2800.0,8.96397978067398E-9
2900.0,3.637978807091713E-10
3000.0,-8.934875950217247E-9
3100.0,-1.2354576028883457E-8
3200.0,-6.56291376799345E-9
3300.0,7.916241884231567E-9
3400.0,2.7124769985675812E-8
3500.0,4.234607331454754E-8
3600.0,4.362664185464382E-8
3700.0,2.4985638447105885E-8
3800.0,-7.87986209616065E-9
3900.0,-4.2549800127744675E-8
4000.0,-5.857145879417658E-8
4100.0,-4.014145815744996E-8
4200.0,1.531589077785611E-8
4300.0,9.297946235165E-8
4400.0,1.5772093320265412E-7
4500.0,1.6942794900387526E-7
4600.0,9.575160220265388E-8
4700.0,-5.47879608348012E-8
4800.0,-2.3312168195843697E-7
4900.0,-3.499153535813093E-7
5000.0,-3.127861418761313E-7
5100.0,-6.275513442233205E-8
5200.0,3.678360371850431E-7
5300.0,8.296847227029502E-7
5400.0,1.0844014468602836E-6
5500.0,8.834686013869941E-7
5600.0,1.0307121556252241E-7
5700.0,-1.1344309314154088E-6
5800.0,-2.397675416432321E-6
5900.0,-3.013505192939192E-6
6000.0,-2.305918314959854E-6
6100.0,7.876951713114977E-8
6200.0,3.7900535971857607E-6
6300.0,7.584028935525566E-6
6400.0,9.487594070378691E-6
6500.0,7.402959454338998E-6
6600.0,1.7987622413784266E-7
6700.0,-1.1323885701131076E-5
6800.0,-2.35762054217048E-5
6900.0,-3.0720053473487496E-5
7000.0,-2.6045912818517536E-5
7100.0,-5.066838639322668E-6
7200.0,3.099691093666479E-5
7300.0,7.247639950946905E-5
