"Time","Max_vitesse_au_point_x Monitor: Max_vitesse_au_point_x Monitor (m/s)"
200.0,0.0026331262197345495
400.0,0.00257688551209867
600.0,0.00250789406709373
800.0,0.002426676219329238
1000.0,0.002332265954464674
1200.0,0.0022236094810068607
1400.0,0.002099562669172883
1600.0,0.0019588777795434
1800.0,0.0018006451427936554
2000.0,0.0016253573121502995
2200.0,0.0014359630877152085
2400.0,0.0012386353919282556
2600.0,0.0010420684702694416
2800.0,8.555212407372892E-4
3000.0,6.886669434607029E-4
3200.0,5.451608449220657E-4
3400.0,4.2579794535413384E-4
3600.0,3.2320141326636076E-4
3800.0,2.2408524819184095E-4
4000.0,1.1236124555580318E-4
4200.0,-2.6650090148905292E-5
4400.0,-2.0272514666430652E-4
4600.0,-4.185160796623677E-4
4800.0,-6.693731993436813E-4
5000.0,-9.446425829082727E-4
5200.0,-0.0012304611736908555
5400.0,-0.0015128913801163435
5600.0,-0.0017804658273234963
5800.0,-0.0020256913267076015
6000.0,-0.0022451996337622404
6200.0,-0.0024389170575886965
6400.0,-0.0026089742314070463
6600.0,-0.0027583225164562464
6800.0,-0.0028904324863106012
7000.0,-0.0030082897283136845
7200.0,-0.003114223014563322
7400.0,-0.0032100360840559006
7600.0,-0.003297259332612157
7800.0,-0.0033770340960472822
8000.0,-0.0034502362832427025
8200.0,-0.0035175553057342768
8400.0,-0.0035795578733086586
8600.0,-0.0036367650609463453
8800.0,-0.003689638338983059
9000.0,-0.003738568862900138
9200.0,-0.0037839871365576982
9400.0,-0.00382631947286427
9600.0,-0.0038659407291561365
9800.0,-0.003903158474713564
10000.0,-0.003938222303986549
10200.0,-0.003971335478127003
10400.0,-0.00400266470387578
10600.0,-0.0040323552675545216
10800.0,-0.004060529638081789
11000.0,-0.004087288398295641
11200.0,-0.004112717695534229
11400.0,-0.004136883653700352
11600.0,-0.004159853793680668
11800.0,-0.004181649070233107
12000.0,-0.004202321637421846
12200.0,-0.004221957176923752
12400.0,-0.004240566864609718
12600.0,-0.004258164204657078
12800.0,-0.004274777602404356
13000.0,-0.004290430806577206
13200.0,-0.00430515268817544
13400.0,-0.0043189749121665955
13600.0,-0.004331924486905336
13800.0,-0.004344029352068901
14000.0,-0.004355323035269976
14200.0,-0.004365830682218075
14400.0,-0.004375579301267862
14600.0,-0.004384598229080439
14800.0,-0.004392910283058882
15000.0,-0.004400540143251419
15200.0,-0.004407524596899748
15400.0,-0.004413894843310118
15600.0,-0.0044196671806275845
15800.0,-0.00442486209794879
16000.0,-0.004429487977176905
16200.0,-0.004433619324117899
16400.0,-0.004437401425093412
16600.0,-0.004440721590071917
16800.0,-0.004443619400262833
17000.0,-0.004446153063327074
17200.0,-0.004448401276022196
17400.0,-0.004450332839041948
17600.0,-0.0044518718495965
17800.0,-0.0044531007297337055
18000.0,-0.004454051144421101
18200.0,-0.004454717505723238
18400.0,-0.004455104004591703
18600.0,-0.004455225076526403
18800.0,-0.004455084912478924
19000.0,-0.00445469981059432
19200.0,-0.004454073496162891
19400.0,-0.004453222267329693
19600.0,-0.004452148452401161
19800.0,-0.004450866486877203
20000.0,-0.004449381958693266
20200.0,-0.0044477032497525215
20400.0,-0.0044458406046032906
20600.0,-0.004443809390068054
20800.0,-0.004441612400114536
21000.0,-0.004439245909452438
21200.0,-0.004436715506017208
21400.0,-0.004434036556631327
21600.0,-0.004431201610714197
21800.0,-0.004428230691701174
22000.0,-0.004425134044140577
22200.0,-0.004421916790306568
22400.0,-0.004418585449457169
22600.0,-0.004415143746882677
22800.0,-0.004411598667502403
23000.0,-0.004407956264913082
23200.0,-0.004404217004776001
23400.0,-0.0044003878720104694
23600.0,-0.004396473988890648
23800.0,-0.004392476752400398
24000.0,-0.0043884036131203175
24200.0,-0.0043842545710504055
24400.0,-0.004380037542432547
24600.0,-0.004375753924250603
24800.0,-0.004371406976133585
25000.0,-0.0043670013546943665
25200.0,-0.004362539853900671
25400.0,-0.0043580252677202225
25600.0,-0.004353460390120745
25800.0,-0.0043488480150699615
26000.0,-0.004344193264842033
26200.0,-0.004339495208114386
26400.0,-0.004334753379225731
26600.0,-0.004329974297434092
26800.0,-0.0043251593597233295
27000.0,-0.004320308566093445
27200.0,-0.00431542843580246
27400.0,-0.004310522694140673
27600.0,-0.004305593203753233
27800.0,-0.004300638567656279
28000.0,-0.004295669496059418
28200.0,-0.004290684126317501
28400.0,-0.004285686183720827
28600.0,-0.0042806812562048435
28800.0,-0.004275684244930744
29000.0,-0.004270700737833977
29200.0,-0.004265721887350082
29400.0,-0.004260743502527475
29600.0,-0.004255758598446846
29800.0,-0.004250765778124332
30000.0,-0.004245764575898647
30200.0,-0.004240756388753653
30400.0,-0.004235742148011923
30600.0,-0.004230722784996033
30800.0,-0.004225721582770348
31000.0,-0.004220698960125446
31200.0,-0.004215657711029053
31400.0,-0.004210606217384338
31600.0,-0.004205549601465464
31800.0,-0.0042004939168691635
32000.0,-0.004195439163595438
32200.0,-0.004190382082015276
32400.0,-0.004185327794402838
32600.0,-0.004180277697741985
32800.0,-0.004175231792032719
33000.0,-0.004170193336904049
33200.0,-0.0041651614010334015
33400.0,-0.004160136450082064
33600.0,-0.00415511941537261
33800.0,-0.004150108899921179
34000.0,-0.0041451058350503445
34200.0,-0.004140106495469809
34400.0,-0.004135109484195709
34600.0,-0.004130115732550621
34800.0,-0.004125124774873257
35000.0,-0.0041201370768249035
35200.0,-0.0041151526384055614
35400.0,-0.0041101714596152306
35600.0,-0.004105193540453911
35800.0,-0.004100222140550613
36000.0,-0.004095255862921476
36200.0,-0.004090297967195511
36400.0,-0.004085347056388855
36600.0,-0.004080404527485371
36800.0,-0.004075470380485058
37000.0,-0.004070543684065342
37200.0,-0.004065625369548798
37400.0,-0.0040607149712741375
37600.0,-0.004055812023580074
37800.0,-0.004050917457789183
38000.0,-0.004046030808240175
38200.0,-0.004041152074933052
38400.0,-0.004036281257867813
38600.0,-0.00403141975402832
38800.0,-0.004026566166430712
39000.0,-0.004021721426397562
39200.0,-0.004016885068267584
39400.0,-0.004012062214314938
39600.0,-0.004007251001894474
39800.0,-0.004002452827990055
40000.0,-0.00399766955524683
40200.0,-0.003992901183664799
40400.0,-0.003988150507211685
40600.0,-0.003983418457210064
40800.0,-0.0039787087589502335
41000.0,-0.00397401861846447
41200.0,-0.003969352226704359
41400.0,-0.003964710980653763
41600.0,-0.0039600953459739685
41800.0,-0.003955506719648838
42000.0,-0.003950945101678371
42200.0,-0.003946411889046431
42400.0,-0.0039419084787368774
42600.0,-0.003937433008104563
42800.0,-0.003932984545826912
43000.0,-0.0039285640232264996
43200.0,-0.003924168646335602
43400.0,-0.003919797949492931
43600.0,-0.003915450535714626
43800.0,-0.003911121282726526
44000.0,-0.003906807862222195
44200.0,-0.0039025023579597473
44400.0,-0.0038982059340924025
44600.0,-0.0038939141668379307
44800.0,-0.003889624495059252
45000.0,-0.0038853345904499292
45200.0,-0.003881041891872883
45400.0,-0.0038767459336668253
45600.0,-0.0038724441546946764
45800.0,-0.003868135390803218
46000.0,-0.003863819409161806
46200.0,-0.0038594985380768776
46400.0,-0.003855169517919421
46600.0,-0.0038508318830281496
46800.0,-0.0038464858662337065
47000.0,-0.003842130769044161
47200.0,-0.00383776961825788
47400.0,-0.0038334045093506575
47600.0,-0.0038290394004434347
47800.0,-0.0038246773183345795
48000.0,-0.0038203191943466663
48200.0,-0.0038159647956490517
48400.0,-0.0038116080686450005
48600.0,-0.0038072445895522833
48800.0,-0.00380286225117743
49000.0,-0.003798434976488352
49200.0,-0.0037939290050417185
49400.0,-0.00378930801525712
49600.0,-0.0037845438346266747
49800.0,-0.0037796187680214643
50000.0,-0.0037745151203125715
50200.0,-0.0037692091427743435
50400.0,-0.0037636891938745975
50600.0,-0.003757936181500554
50800.0,-0.0037519074976444244
51000.0,-0.003745605004951358
51200.0,-0.003738959087058902
51400.0,-0.003731873817741871
51600.0,-0.003724348731338978
51800.0,-0.0037163400556892157
52000.0,-0.003707815892994404
52200.0,-0.0036988568026572466
52400.0,-0.003689695382490754
52600.0,-0.003680478548631072
52800.0,-0.0036712498404085636
53000.0,-0.003662102622911334
53200.0,-0.003652991494163871
53400.0,-0.003643927164375782
53600.0,-0.003635050728917122
53800.0,-0.0036267347168177366
54000.0,-0.0036192494444549084
54200.0,-0.0036126316990703344
54400.0,-0.0036067969631403685
54600.0,-0.0036016732919961214
54800.0,-0.0035972842015326023
55000.0,-0.0035936718340963125
55200.0,-0.003590632462874055
55400.0,-0.003587696934118867
55600.0,-0.0035845497623085976
55800.0,-0.003580827498808503
56000.0,-0.0035759322345256805
56200.0,-0.0035690232180058956
56400.0,-0.003559360047802329
56600.0,-0.003546010237187147
56800.0,-0.003528200788423419
57000.0,-0.0035053694155067205
57200.0,-0.0034772614017128944
57400.0,-0.0034437577705830336
57600.0,-0.003405127441510558
57800.0,-0.0033610379323363304
58000.0,-0.003312355373054743
58200.0,-0.003260007593780756
58400.0,-0.003204971319064498
58600.0,-0.003148132935166359
58800.0,-0.003090305021032691
59000.0,-0.0030321418307721615
59200.0,-0.0029742103070020676
59400.0,-0.0029170187190175056
59600.0,-0.002861065324395895
59800.0,-0.0028068290557712317
60000.0,-0.0027547378558665514
60200.0,-0.0027051540091633797
60400.0,-0.0026582940481603146
60600.0,-0.00261421175673604
60800.0,-0.0025726701132953167
61000.0,-0.002532933373004198
61200.0,-0.002493439009413123
61400.0,-0.002451373264193535
61600.0,-0.0024022844154387712
61800.0,-0.0023400478530675173
62000.0,-0.0022573259193450212
62200.0,-0.002146292245015502
62400.0,-0.0020023954566568136
62600.0,-0.0018262088997289538
62800.0,-0.0016240974655374885
63000.0,-0.0014045577263459563
63200.0,-0.0011722806375473738
63400.0,-9.240289800800383E-4
63600.0,-6.536651635542512E-4
63800.0,-3.649663121905178E-4
64000.0,-7.630012260051444E-5
64200.0,1.8696415645536035E-4
64400.0,4.0314820944331586E-4
64600.0,5.592425004579127E-4
