"Time","Max_vitesse_au_point_x Monitor: Max_vitesse_au_point_x Monitor (m/s)"
100.0,0.01423482783138752
200.0,0.01365959458053112
300.0,0.013011143542826176
400.0,0.012473025359213352
500.0,0.012069509364664555
600.0,0.011706707067787647
700.0,0.011277147568762302
800.0,0.010720515623688698
900.0,0.010025679133832455
1000.0,0.009207837283611298
1100.0,0.008291673846542835
1200.0,0.007302708458155394
1300.0,0.006264484487473965
1400.0,0.005194791126996279
1500.0,0.004112966824322939
1600.0,0.0030000151600688696
1700.0,0.0019734706729650497
1800.0,8.772293804213405E-4
1900.0,-1.825711369747296E-4
2000.0,-0.0012062188470736146
2100.0,-0.002201165072619915
2200.0,-0.0031656415667384863
2300.0,-0.004101192578673363
2400.0,-0.005005261395126581
2500.0,-0.0058758994564414024
2600.0,-0.006713707000017166
2700.0,-0.007519575767219067
2800.0,-0.008292293176054955
2900.0,-0.009032661095261574
3000.0,-0.00974251888692379
3100.0,-0.01042295340448618
3200.0,-0.011074795387685299
3300.0,-0.011699697934091091
3400.0,-0.01229923591017723
3500.0,-0.012874316424131393
3600.0,-0.013424957171082497
3700.0,-0.01395201776176691
3800.0,-0.014458565041422844
3900.0,-0.014947228133678436
4000.0,-0.01541802380234003
4100.0,-0.01587097905576229
4200.0,-0.016307024285197258
4300.0,-0.01672656647861004
4400.0,-0.017131293192505836
4500.0,-0.017524147406220436
4600.0,-0.017906218767166138
4700.0,-0.018277494236826897
4800.0,-0.018636835739016533
4900.0,-0.0189836248755455
5000.0,-0.019318019971251488
5100.0,-0.019641105085611343
5200.0,-0.019954834133386612
5300.0,-0.020260801538825035
5400.0,-0.020559849217534065
5500.0,-0.020851677283644676
5600.0,-0.02113575115799904
5700.0,-0.021411819383502007
5800.0,-0.02167959325015545
5900.0,-0.021938815712928772
6000.0,-0.022189730778336525
6100.0,-0.02243288978934288
6200.0,-0.02266891486942768
6300.0,-0.022898241877555847
6400.0,-0.02312132529914379
6500.0,-0.023338982835412025
6600.0,-0.02355256676673889
6700.0,-0.023763464763760567
6800.0,-0.023972157388925552
6900.0,-0.024177510291337967
7000.0,-0.024376578629016876
7100.0,-0.024565301835536957
7200.0,-0.02473951317369938
7300.0,-0.024896452203392982
7400.0,-0.025037575513124466
7500.0,-0.025171609595417976
7600.0,-0.0253152996301651
7700.0,-0.025489328429102898
7800.0,-0.025703491643071175
7900.0,-0.025937626138329506
8000.0,-0.02614840678870678
8100.0,-0.02632736973464489
8200.0,-0.02645758166909218
8300.0,-0.026484638452529907
8400.0,-0.026302501559257507
8500.0,-0.02577933855354786
8600.0,-0.025249522179365158
8700.0,-0.025124933570623398
8800.0,-0.025728171691298485
8900.0,-0.026597734540700912
9000.0,-0.026101596653461456
9100.0,-0.023902559652924538
9200.0,-0.022268742322921753
9300.0,-0.0221369918435812
9400.0,-0.023254523053765297
9500.0,-0.02280556783080101
9600.0,-0.01776251196861267
9700.0,-0.013441203162074089
9800.0,-0.010874063707888126
9900.0,-0.008356216363608837
10000.0,-0.004293649457395077
10100.0,-0.0013080367352813482
10200.0,3.1475594732910395E-4
10300.0,0.002109615597873926
10400.0,0.0035264433827251196
10500.0,0.002199381124228239
10600.0,-0.0016589881852269173
10700.0,-0.005352620035409927
10800.0,-0.00809571985155344
10900.0,-0.01119482796639204
11000.0,-0.013953433372080326
11100.0,-0.013653323985636234
11200.0,-0.012090655975043774
11300.0,-0.01119008008390665
11400.0,-0.011178196407854557
11500.0,-0.011520463973283768
11600.0,-0.011924163438379765
11700.0,-0.012536173686385155
11800.0,-0.013643977232277393
11900.0,-0.015371146611869335
12000.0,-0.01714276149868965
12100.0,-0.017929185181856155
12200.0,-0.017995167523622513
12300.0,-0.018197694793343544
12400.0,-0.017275063320994377
12500.0,-0.014864323660731316
12600.0,-0.013423564843833447
12700.0,-0.014321302995085716
12800.0,-0.01696731708943844
12900.0,-0.01778269000351429
13000.0,-0.01699056848883629
13100.0,-0.016938377171754837
13200.0,-0.017172273248434067
13300.0,-0.014863809570670128
13400.0,-0.011755065992474556
13500.0,-0.010805056430399418
13600.0,-0.012782232835888863
13700.0,-0.014817764982581139
13800.0,-0.014348548837006092
13900.0,-0.013371847569942474
14000.0,-0.013345213606953621
14100.0,-0.012883568182587624
14200.0,-0.010938276536762714
14300.0,-0.009863791055977345
14400.0,-0.010507218539714813
14500.0,-0.011225491762161255
14600.0,-0.011074370704591274
14700.0,-0.010921190492808819
14800.0,-0.011154476553201675
14900.0,-0.010990255512297153
15000.0,-0.01026211492717266
15100.0,-0.00999083835631609
15200.0,-0.010716305114328861
15300.0,-0.011580665595829487
15400.0,-0.011919412761926651
15500.0,-0.012152797542512417
15600.0,-0.012744841165840626
15700.0,-0.013583909720182419
15800.0,-0.014096458442509174
15900.0,-0.014370650984346867
16000.0,-0.014845150522887707
16100.0,-0.015271765179932117
16200.0,-0.01545065175741911
16300.0,-0.015377185307443142
16400.0,-0.01546953059732914
16500.0,-0.015588195063173771
