"Time","Max_vitesse_au_point_y Monitor: Max_vitesse_au_point_y Monitor (m/s)"
34500.0,0.0034406373160891235
34600.0,0.0034216184285469353
34700.0,0.003053882042877376
34800.0,0.0022410102537833154
34900.0,0.0010603393893688917
35000.0,-2.5753115778570645E-4
35100.0,-0.0014291769184637815
35200.0,-0.002266519528347999
35300.0,-0.0027633010176941752
35400.0,-0.0030419641407206655
35500.0,-0.0032423892407678068
35600.0,-0.0034143024822697043
35700.0,-0.0034520398476161063
35800.0,-0.003181549138389528
35900.0,-0.0024748012074269354
36000.0,-0.001365611155051738
36100.0,-5.506937486643437E-5
36200.0,0.0011731016275007278
36300.0,0.002096189884468913
36400.0,0.002665167674422264
36500.0,0.002981585217639804
36600.0,0.0031911430996842682
36700.0,0.003373412590008229
36800.0,0.0034586815163493156
36900.0,0.0032778677996248007
37000.0,0.0026805054512806237
37100.0,0.0016561107768211514
37200.0,3.704882619786076E-4
37300.0,-9.0090895537287E-4
37400.0,-0.00190720843966119
37500.0,-0.002554705715738237
37600.0,-0.0029178173281252384
37700.0,-0.0031420790473930538
37800.0,-0.0033313914318569005
37900.0,-0.003454781079199165
38000.0,-0.003354602842591703
38100.0,-0.0028650249587371945
38200.0,-0.0019342718878760934
38300.0,-6.885549155413173E-4
38400.0,6.127948145149276E-4
38500.0,0.0016986252157948911
38600.0,0.0024306292762048542
38700.0,0.0028495799051597714
38800.0,0.003094240266364068
38900.0,0.0032881596125662327
39000.0,0.0034393237438052893
39100.0,0.0034092540736310184
39200.0,0.003024980949703604
39300.0,0.002195390756241977
39400.0,0.001005197103950195
39500.0,-3.0970699299359694E-4
39600.0,-0.0014670278178527951
39700.0,-0.0022866647923365235
39800.0,-0.002770275401417166
39900.0,-0.0030430956976488233
40000.0,-0.0032424419769085944
40100.0,-0.0034122218494303524
40200.0,-0.0034417680581100285
40300.0,-0.0031570876599289477
40400.0,-0.0024344850098714232
40500.0,-0.0013145094853825867
40600.0,-3.5699740692507476E-6
40700.0,0.0012143489148002118
40800.0,0.0021221335628069937
40900.0,0.002678139600902796
41000.0,0.0029877570341341197
41100.0,0.0031957858009263873
41200.0,0.003377219138201326
41300.0,0.003456352511420846
41400.0,0.003263216291088611
41500.0,0.002649827627465129
41600.0,0.0016124986577779055
41700.0,3.2256417216558475E-4
41800.0,-9.428409830434248E-4
41900.0,-0.0019366148335393518
42000.0,-0.002571768476627767
42100.0,-0.0029271880630403757
42200.0,-0.003148708143271506
42300.0,-0.003337075002491474
42400.0,-0.00345564162125811
42500.0,-0.003344774537254125
42600.0,-0.002840134722646326
42700.0,-0.0018956230487674475
42800.0,-6.43367791781202E-4
42900.0,6.545176293002442E-4
43000.0,0.0017291878757532686
43100.0,0.0024487643968313932
43200.0,0.002859140106011182
