"Time","Max_vitesse_au_point Monitor: Max_vitesse_au_point Monitor (m/s)"
100.0,0.0072476537898182895
150.0,0.007229427574202418
200.0,0.007208561873994768
250.0,0.007183513720519841
300.0,0.00715219567064196
350.0,0.00711280677933246
400.0,0.007064007688313723
450.0,0.007006076979450882
500.0,0.006940682069398463
550.0,0.006870301556773484
600.0,0.006797773530706763
650.0,0.006725807208567858
700.0,0.006656852667219938
750.0,0.00659321842249483
800.0,0.006537024164572377
850.0,0.0064900051802396835
900.0,0.006453143083490436
950.0,0.006426205975003541
1000.0,0.006407473701983701
1050.0,0.006393776508048183
1100.0,0.006380905979312962
1150.0,0.0063643899047747254
1200.0,0.006340311840176583
1250.0,0.0063059201929718265
1350.0,0.006184916011989149
1450.0,0.006014290614984941
1550.0,0.005803498788736779
1650.0,0.005564592196606109
1750.0,0.005308072664774955
1850.0,0.005040908465161932
1950.0,0.004766841535456558
2050.0,0.004487270023673888
2150.0,0.004202792886644721
2250.0,0.003913458436727656
2350.0,0.0036192449624650375
2450.0,0.003320093383081307
2550.0,0.003016258415300952
2650.0,0.0027079174760744444
2750.0,0.0023960313992603265
2850.0,0.0020801966602489864
2950.0,0.0017607078480104176
3050.0,0.0014454687770936979
3150.0,0.0011305789957987557
3250.0,8.147175540287123E-4
3350.0,4.942065134412252E-4
3450.0,1.7823908301020487E-4
3550.0,1.344844518534477E-4
3650.0,4.430453883940208E-4
3750.0,7.479486812997771E-4
3850.0,0.0010488816478911233
3950.0,0.001345680153463132
4050.0,0.0016379799053748974
4150.0,0.0019251421909598928
4250.0,0.0022064891528863853
4350.0,0.002481435891441757
4450.0,0.0027498662241053394
4550.0,0.0030116950512637493
4650.0,0.0032670642250070313
4750.0,0.003515918739148334
4850.0,0.003758149221561018
4950.0,0.003993592574421636
5050.0,0.004222045885817154
5150.0,0.0044434964663833485
5250.0,0.004657914630074354
5350.0,0.004865375231813794
5450.0,0.005065985490140365
5550.0,0.005259949481255677
5650.0,0.005447602481588851
5750.0,0.005629133084264821
5850.0,0.005804810558046127
5950.0,0.00597491278611336
6050.0,0.006139358277153525
6150.0,0.006298315483434939
6250.0,0.006451996978784648
6350.0,0.00660063990145608
6450.0,0.006744522601684646
6550.0,0.006883992581157643
6650.0,0.007019396643049007
6750.0,0.007151028969509945
6850.0,0.007279287815659581
6950.0,0.007404327427430226
7050.0,0.007526169918240677
7150.0,0.0076448358900024875
7250.0,0.007760209395237814
7350.0,0.007872299641487506
7450.0,0.007981184412018102
7550.0,0.008086957090527813
7650.0,0.00818979498585378
7750.0,0.008289937434778447
7850.0,0.008387686145265964
7950.0,0.008483272958410138
8050.0,0.008576955568475533
8150.0,0.008668893467755118
8250.0,0.008759157069236972
8350.0,0.008847779638849534
8450.0,0.00893473117263301
8550.0,0.009019974158883406
8650.0,0.009103468069339603
8750.0,0.009185174576071651
8850.0,0.00926505987259104
8950.0,0.009343099325837625
9050.0,0.009419308009095234
9150.0,0.009493774893352494
9250.0,0.00956659750281685
9350.0,0.00963791853370937
9450.0,0.00970788494256529
9550.0,0.009776568899296402
9650.0,0.009843952955963025
9750.0,0.009909964973457855
9850.0,0.009974468866219792
9950.0,0.010037370783946509
10050.0,0.010098711596616614
10150.0,0.010158729231418662
10250.0,0.010217896546622097
10350.0,0.010276725462029554
10450.0,0.010335527025620666
10550.0,0.010393938028436526
10650.0,0.01045060115166312
10750.0,0.010503137837629524
10850.0,0.010548582923034448
10950.0,0.01058451752660852
11050.0,0.010608877961413254
11150.0,0.010633233778976268
11250.0,0.010662466004988052
11350.0,0.010704752966101249
11450.0,0.010766508975342388
11550.0,0.010841904271114328
11650.0,0.01090870615431523
11750.0,0.010935950653987447
11850.0,0.010876065684882986
11950.0,0.010711110323054343
12050.0,0.010452141289598418
12150.0,0.010132416701184734
12250.0,0.009852900802810725
12350.0,0.009705002042451158
12450.0,0.009776431204398063
12550.0,0.01011463416802296
12650.0,0.010638208500788997
12750.0,0.011027812768710735
12850.0,0.010821035305217082
12950.0,0.009703514378028836
13050.0,0.008136027085220139
13150.0,0.006589791399716104
13250.0,0.005187703822772294
13350.0,0.003973812266875588
13450.0,0.0035237409421858303
13550.0,0.004661813491371583
13650.0,0.006683010876631274
13750.0,0.007970630203499763
13850.0,0.00789366132924929
13950.0,0.007276400332750363
14050.0,0.005956311737258559
14150.0,0.004271961189512271
14250.0,0.0038030692481785615
14350.0,0.004753579138255098
14450.0,0.005728029091530224
14550.0,0.006271143405891901
14650.0,0.005964333987602005
14750.0,0.004878236507330312
14850.0,0.0041245451158315955
14950.0,0.004172944535050191
15050.0,0.004386850731394295
15150.0,0.004116794830026056
15250.0,0.0032290222255958287
15350.0,0.002640853071045109
15450.0,0.0030478785171311
15550.0,0.0037068603003957987
15650.0,0.003940891556237986
15750.0,0.0033614637930380275
15850.0,0.0020133654703488437
15950.0,0.0014919339404813581
16050.0,0.002610865891050524
16150.0,0.0036466833389209347
16250.0,0.004054681950584455
16350.0,0.0034456865906048297
16450.0,0.0018059504939123949
16550.0,9.562644785638934E-4
16650.0,0.0026091547732177557
16750.0,0.0037876844819103644
16850.0,0.004363485015603163
16950.0,0.003906533973904616
17050.0,0.00225700448849224
17150.0,6.890915267414432E-4
17250.0,0.0025491841976923338
17350.0,0.003924320568054321
17450.0,0.004610713824638425
17550.0,0.0042159185132841295
17650.0,0.002642784322217752
17750.0,0.0013002553962349606
17850.0,0.002637359203755434
17950.0,0.003907473870801912
18050.0,0.004526329199023029
18150.0,0.004091476962897485
18250.0,0.002578834685782896
18350.0,0.001638094827269571
18450.0,0.002786534205500562
18550.0,0.003888958923277103
18650.0,0.004279164274596586
18750.0,0.0035526438246342345
18850.0,0.0019553209428212915
18950.0,0.0016860462536031388
19050.0,0.002953453571923732
19150.0,0.00386270575765174
19250.0,0.003943552771508735
19350.0,0.0028870616072812464
19450.0,0.001113761471994569
19550.0,0.0017561779910284256
19650.0,0.0031693259396064696
19700.0,0.0037716660260990204
19750.0,0.004252754956340756
19800.0,0.00454436012118068
19850.0,0.004549871287633452
19900.0,0.004181627644277868
19950.0,0.0034266291154580663
20000.0,0.002342806346857919
20050.0,0.0011812207046730267
20100.0,0.0013164620030774077
20150.0,0.0025884552895383607
20200.0,0.0036839196409390157
20250.0,0.004457740910260951
20300.0,0.005081901897386775
20350.0,0.0056431216483850445
20400.0,0.0060166866392369475
20450.0,0.006040266926261604
20500.0,0.005598679308965264
20550.0,0.004674319284201454
20600.0,0.003388093041552191
20650.0,0.0021443006992908514
20700.0,0.002144374750121431
20750.0,0.003364994079873537
20800.0,0.004548071101578494
20850.0,0.005390641040857967
20900.0,0.006016468659812391
20950.0,0.006511521153800861
21000.0,0.006736937515330718
21050.0,0.006529680243875537
21100.0,0.0057969469030089244
21150.0,0.0047063241470313676
21200.0,0.0037381244376873094
21250.0,0.0035947107411275305
21300.0,0.004261189087741722
21350.0,0.005072540739063132
21400.0,0.005726748845793686
21450.0,0.0062283934175406085
21500.0,0.006565218646265092
21550.0,0.0066020730602615665
21600.0,0.006191395025063488
21650.0,0.005338931073322453
21700.0,0.004371179326646458
21750.0,0.003866252840876795
21800.0,0.004095367670071544
21850.0,0.004682869287271744
21900.0,0.00527649549004835
21950.0,0.0057797732268719745
22000.0,0.006128931426204364
22050.0,0.006191223278710549
22100.0,0.005836426001729749
22150.0,0.0050593310375631655
22200.0,0.004134412314068975
22250.0,0.0036033858396496772
22300.0,0.003793736900832146
22350.0,0.004382038694617623
22400.0,0.005003806307002862
22450.0,0.005545100605437861
22500.0,0.005947495676780897
22550.0,0.006085679775343868
22600.0,0.005827180935722537
22650.0,0.005128193334884662
22700.0,0.004189614895049917
22750.0,0.003516351999791187
22800.0,0.0035848834409785467
22850.0,0.0041870504173150205
22900.0,0.004871958724361964
22950.0,0.00547010806430568
23000.0,0.005937052987407156
23050.0,0.006168737492411949
23100.0,0.00603237507723327
23150.0,0.005452065300042515
23200.0,0.004571179814845161
23250.0,0.0038206799235847248
23300.0,0.0037103774723560804
23350.0,0.004206965199426265
23400.0,0.004874411593292245
23450.0,0.005477219405232959
23500.0,0.005957880510657933
23550.0,0.006232761518910099
23600.0,0.0061722030980135385
23650.0,0.005687536701271969
23700.0,0.004880552968702891
23750.0,0.004123491962591183
23800.0,0.0038951596598758654
23850.0,0.00426283831761465
23900.0,0.004862866442253227
23950.0,0.005439675309092204
24000.0,0.005910287324687948
24050.0,0.006189909387276826
24100.0,0.006151882432927044
24150.0,0.005707180601986863
24200.0,0.0049372218694103635
24250.0,0.004184445844858408
24300.0,0.003910945859290041
24350.0,0.004223803773863632
24400.0,0.004795955284039464
24450.0,0.005365953465174512
24500.0,0.005840001367010006
24550.0,0.0061320964591026605
24600.0,0.006115821617214142
24650.0,0.005701085570451266
24700.0,0.004954363252934861
24750.0,0.004197238551820545
24800.0,0.003889494707303618
24850.0,0.004173965187109486
24900.0,0.004741472038580135
24950.0,0.00531885933168451
25000.0,0.0058051297546514455
25050.0,0.006118263475124068
25100.0,0.006133818535455226
25150.0,0.005758504238858919
25200.0,0.005041087060842106
25250.0,0.004280695054119491
25300.0,0.003930179498868394
25350.0,0.004169778516254907
25400.0,0.004719955011293371
25450.0,0.005296279278830543
25500.0,0.005788288885710858
25550.0,0.006117770682398402
25600.0,0.006161765547092285
25650.0,0.005824434579266641
25700.0,0.005136157716373685
25750.0,0.004373195562550962
25800.0,0.003978364774861659
25850.0,0.0041667101251227304
25900.0,0.0046922569620341265
25950.0,0.005263543111987858
26000.0,0.005759148047677033
26050.0,0.006102536544617888
26100.0,0.006172132504797235
26150.0,0.005869438899987058
26200.0,0.005207192419554923
26250.0,0.004439912697156173
26300.0,0.00400195652178821
26350.0,0.004142634322642053
26400.0,0.004647664155396013
26450.0,0.0052178263172984705
26500.0,0.005720415836547017
26550.0,0.006079951780048197
26600.0,0.006177911220576409
26650.0,0.005911796911402281
26700.0,0.0052771616071124626
26750.0,0.004506348694447235
26800.0,0.004024647722138215
26850.0,0.004115737086249545
26900.0,0.004600063301216878
26950.0,0.005170271147094319
27000.0,0.005680828971207086
27050.0,0.006057646630089109
27100.0,0.006185598089171609
27150.0,0.005958375503278268
27200.0,0.00535489423659407
27250.0,0.004583466421525635
27300.0,0.004057545213691448
27350.0,0.004093476662810386
27400.0,0.0045526150902569775
27450.0,0.00512142530011034
27500.0,0.005639330349419686
27550.0,0.0060326607995590765
27600.0,0.006190139024596376
27650.0,0.006002117640905281
27700.0,0.005432002785348701
27750.0,0.004662908265530648
27800.0,0.004094126413996871
27850.0,0.004071884136270584
27900.0,0.004502145124937058
27950.0,0.005068016235549288
28000.0,0.005593528125661866
28050.0,0.006002794219818693
28100.0,0.006189700545646821
28150.0,0.0060411063087083845
28200.0,0.005505960740366284
28250.0,0.0047425397277719526
28300.0,0.004133485861339202
28350.0,0.0040513688512523035
28400.0,0.004449588656199666
28450.0,0.0050117126840809045
28500.0,0.005544437476182606
28550.0,0.0059691659625377294
28600.0,0.006185189238750157
28650.0,0.006075665203212835
28700.0,0.0055778593550917235
28750.0,0.004824378774176
28800.0,0.0041787547612958335
28850.0,0.004035061519681458
28900.0,0.00439691235998942
28950.0,0.004953830267816992
29000.0,0.005493576560794565
29050.0,0.0059330334618400765
29100.0,0.006177043999930995
29150.0,0.006105896207220512
29200.0,0.005647518484916458
29250.0,0.004907991768662543
29300.0,0.00422999602408458
29350.0,0.004024047985239808
29400.0,0.0043456620088108905
29450.0,0.004894717834242018
29500.0,0.005441102319041176
29550.0,0.005894420935964152
29600.0,0.006165265894175959
29650.0,0.0061320091486048505
29700.0,0.005714184900704834
29750.0,0.00499221182146349
29800.0,0.0042864640623470115
29850.0,0.00401852046090449
29900.0,0.004296139870379567
29950.0,0.004834743609854178
30000.0,0.0053867219389015075
30050.0,0.00585317783655609
30100.0,0.006149248615699785
30150.0,0.006153081438901127
30200.0,0.0057765761149630715
30250.0,0.005076257879045569
30300.0,0.004348043914986927
30350.0,0.004019388362978075
30400.0,0.00424854042014414
30450.0,0.0047743559053743155
30500.0,0.005331131168461389
30550.0,0.005809824884772693
30600.0,0.006129925821438564
30650.0,0.006169718957666991
30700.0,0.005835742274786393
30750.0,0.005160238238237894
30800.0,0.004414618495130161
30850.0,0.004027021571946354
30900.0,0.004204240480990472
30950.0,0.004713883436633078
31000.0,0.0052744436904260325
31050.0,0.005764473897056418
31100.0,0.006107085512253902
31150.0,0.006181907217069191
31200.0,0.005890741764458952
31250.0,0.005243036541807758
31300.0,0.004485153082321728
31350.0,0.004041065661228846
31400.0,0.004163176774558768
31450.0,0.004653085998818962
31500.0,0.005216263968441728
31550.0,0.005717058632302688
31600.0,0.006080408753307539
31650.0,0.006189651578207879
31700.0,0.005941296280017047
31750.0,0.005324240701334636
31800.0,0.0045595703704704865
31850.0,0.0040625082370809714
31900.0,0.004126377429941866
31950.0,0.004593142456348136
32000.0,0.0051574892932430725
32050.0,0.005668136116677751
32100.0,0.006051180631954768
32150.0,0.006193551834076945
32200.0,0.005987436829873925
32250.0,0.0054040153796656755
32300.0,0.004637465405457684
